City,Doctor,E X A M   T Y P E,Metric Selection - Clinical Products - Prefix,Metric Selection - Clinical Products - Sufix,Performer Type,State,Store,Brand,Company Category,Current Period - Filter,Arrived Date,cities,Last Update,Prescribed and Sold (Units) - MacuHealth,PrescribedMacuHealth,UnitsMacuHealth
Blumenau,Dr. Vitoria Alves,Examination Recheck,$,,Onsite,Santa Catarina,126 - Albany Hawthorn,Optical Care,Corporate,True,3/28/2023 3:15:40 PM,Blumenau - Santa Catarina,"28 March, 2023",0,0,0
Blumenau,Dr. Vitoria Alves,Examination Recheck,$,,Onsite,Santa Catarina,126 - Albany Hawthorn,Optical Care,Corporate,True,3/27/2023 1:21:18 PM,Blumenau - Santa Catarina,"28 March, 2023",0,0,0
São Carlos,Dr. Daniel Rocha,Examination,$,,Onsite,São Paulo,140 - Aroma,Optical Care,Corporate,True,3/27/2023 1:30:56 PM,São Carlos - São Paulo,"28 March, 2023",0,0,0
Campinas,Dra. Letícia Mendonça,Contact Lens Exam,$,,Onsite,São Paulo,208 - Manyfruit Cyanea,Optical Care,Corporate,True,3/27/2023 3:52:13 PM,Campinas - São Paulo,"28 March, 2023",0,0,0
Piracicaba,Dra. Ana Paula,Examination,$,,Onsite,São Paulo,267 - Vetivergrass,Optical Care,Corporate,True,3/28/2023 4:51:01 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,0
São Carlos,Dr. Daniel Rocha,Examination,$,,Onsite,São Paulo,140 - Aroma,Optical Care,Corporate,True,3/28/2023 3:35:02 PM,São Carlos - São Paulo,"28 March, 2023",0,0,0
Piracicaba,Dra. Carla Rodrigues,Examination,$,,Onsite,São Paulo,237 - Tomentypnum Moss,Optical Care,Corporate,True,3/28/2023 2:59:17 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,0
Rio de Janeiro,Dr. Roberto Castro,Examination,$,,Onsite,Rio de Janeiro,285 - Goose Neck Moss,Optical Care,Corporate,True,3/28/2023 10:42:14 AM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,0
Belém,Dr. Marcelo Ferreira,Contact Lens Exam,$,,Remote,Pará,231 - Tropical Whiteweed,Optical Care,Corporate,True,3/27/2023 2:31:08 PM,Belém - Pará,"28 March, 2023",0,0,0
Belém,Dra. Camila Silva,Contact Lens Exam,$,,Remote,Pará,163 - California Eryngo,Optical Care,Corporate,True,3/27/2023 7:07:00 PM,Belém - Pará,"28 March, 2023",0,0,0
Itajubá,Dr. Leandro Menezes,Contact Lens Exam,$,,Remote,Minas Gerais,197 - Honeyherb,Optical Care,Corporate,True,3/27/2023 3:58:16 PM,Itajubá - Minas Gerais,"28 March, 2023",0,0,0
Caxias do Sul,Dr. Bruno Rodrigues,Contact Lens Recheck,$,,Remote,Rio Grande do Sul,145 - Wilhelmsia,Optical Care,Corporate,True,3/28/2023 3:44:18 PM,Caxias do Sul - Rio Grande do Sul,"28 March, 2023",0,0,0
Anápolis,Dra. Camila Nascimento,Examination,$,,Remote,Goiás,279 - Butterfly Milkweed,Optical Care,Corporate,True,3/28/2023 12:43:57 PM,Anápolis - Goiás,"28 March, 2023",0,0,0
Caxias do Sul,Dr. Bruno Rodrigues,Examination,$,,Remote,Rio Grande do Sul,145 - Wilhelmsia,Optical Care,Corporate,True,3/28/2023 11:30:32 AM,Caxias do Sul - Rio Grande do Sul,"28 March, 2023",0,0,0
Goiânia,Dr. Gustavo Souza,Examination,$,,Remote,Goiás,270 - Snakeweed,Optical Care,Corporate,True,3/26/2023 5:52:21 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
Joinville,Dra. Andrea Oliveira,Examination,$,,Remote,Santa Catarina,268 - Violetflower Petunia,Optical Care,Corporate,True,3/26/2023 5:30:33 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Juazeiro do Norte,Dr. Bruno Rodrigues,Examination,$,,Remote,Ceará,286 - Pitcherplant,Optical Care,Corporate,True,3/27/2023 12:56:40 PM,Juazeiro do Norte - Ceará,"28 March, 2023",0,0,0
Maceió,Dra. Camila Nascimento,Examination,$,,Remote,Alagoas,80 - Menzies' Schiedea,Optical Care,Corporate,True,3/27/2023 3:16:05 PM,Maceió - Alagoas,"28 March, 2023",0,0,0
Maringá,Dr. Bruno Rodrigues,Examination,$,,Remote,Paraná,264 - Southern Quillwort,Optical Care,Corporate,True,3/28/2023 4:39:03 PM,Maringá - Paraná,"28 March, 2023",0,0,0
Natal,Dr. Leandro Menezes,Examination,$,,Remote,Rio Grande do Norte,22 - Wyoming Indian Paintbrush,Optical Care,Corporate,True,3/27/2023 8:56:24 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Petrópolis,Dr. Leandro Menezes,Examination,$,,Remote,Rio de Janeiro,107 - Lecidea Lichen,Optical Care,Corporate,True,3/27/2023 6:33:38 PM,Petrópolis - Rio de Janeiro,"28 March, 2023",0,0,0
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,45 - Western Ponysfoot,Optical Care,Corporate,True,3/26/2023 2:06:11 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
Petrópolis,Dr. Leandro Menezes,Examination,$,,Remote,Rio de Janeiro,155 - Schaffner's Grasswort,Optical Care,Corporate,True,3/28/2023 2:05:41 PM,Petrópolis - Rio de Janeiro,"28 March, 2023",0,0,0
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,262 - Britton's Skullcap,Optical Care,Corporate,True,3/27/2023 4:37:48 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
Goiânia,Dr. Gustavo Souza,Examination,$,,Remote,Goiás,139 - Morro Manzanita,Optical Care,Corporate,True,3/27/2023 6:51:00 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
João Pessoa,Dr. Michael Araujo,Contact Lens Exam,$,,Remote,Paraíba,110 - Campylopus Moss,Optical Care,Corporate,True,3/27/2023 4:43:45 PM,João Pessoa - Paraíba,"28 March, 2023",0,0,0
Ribeirão Preto,Dra. Camila Silva,Examination,$,,Remote,São Paulo,78 - Gaudichaud's Syrrhopodon Moss,Optical Care,Corporate,True,3/27/2023 10:38:20 AM,Ribeirão Preto - São Paulo,"28 March, 2023",0,0,0
Goiânia,Dr. Leandro Menezes,Examination,$,,Remote,Goiás,35 - Parmotrema Lichen,Optical Care,Corporate,True,3/26/2023 3:09:01 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
Montes Claros,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Minas Gerais,10 - Woodrush Sedge,Optical Care,Corporate,True,3/27/2023 11:16:29 AM,Montes Claros - Minas Gerais,"28 March, 2023",0,0,0
Maringá,Dr. Tiago Martins,Examination,$,,Remote,Paraná,216 - Script Lichen,Optical Care,Corporate,True,3/27/2023 11:40:56 AM,Maringá - Paraná,"28 March, 2023",0,0,0
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,45 - Western Ponysfoot,Optical Care,Corporate,True,3/27/2023 6:46:10 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
Montes Claros,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,10 - Woodrush Sedge,Optical Care,Corporate,True,3/27/2023 2:24:03 PM,Montes Claros - Minas Gerais,"28 March, 2023",0,0,0
Cuiabá,Dr. Bruno Rodrigues,Examination,$,,Remote,Mato Grosso,269 - Utah Serviceberry,Optical Care,Corporate,True,3/27/2023 1:19:38 PM,Cuiabá - Mato Grosso,"28 March, 2023",0,0,0
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,171 - Eggleaf Spurge,Optical Care,Corporate,True,3/26/2023 3:19:17 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Petrópolis,Dr. Leandro Menezes,Examination,$,,Remote,Rio de Janeiro,107 - Lecidea Lichen,Optical Care,Corporate,True,3/27/2023 1:48:37 PM,Petrópolis - Rio de Janeiro,"28 March, 2023",0,0,0
Santa Maria,Dr. Leandro Menezes,Examination,$,,Remote,Rio Grande do Sul,193 - Northeastern Saltbush,Optical Care,Corporate,True,3/27/2023 8:33:26 PM,Santa Maria - Rio Grande do Sul,"28 March, 2023",0,0,0
Belém,Dr. Marcelo Ferreira,Contact Lens Recheck,$,,Remote,Pará,231 - Tropical Whiteweed,Optical Care,Corporate,True,3/27/2023 9:18:42 AM,Belém - Pará,"28 March, 2023",0,0,0
Natal,Dr. Leandro Menezes,Examination,$,,Remote,Rio Grande do Norte,249 - Prairie Plantain,Optical Care,Corporate,True,3/27/2023 3:49:55 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
São José dos Campos,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,186 - Kudzu,Optical Care,Corporate,True,3/27/2023 11:47:23 AM,São José dos Campos - São Paulo,"28 March, 2023",0,0,0
Rio de Janeiro,Dra. Júlia Guimarães,Examination,$,,Remote,Rio de Janeiro,90 - Sweet Mountain Grape,Optical Care,Corporate,True,3/28/2023 2:22:50 PM,Rio de Janeiro - Rio de Janeiro,"28 March, 2023",0,0,0
Goiânia,Dr. Leandro Menezes,Examination,$,,Remote,Goiás,35 - Parmotrema Lichen,Optical Care,Corporate,True,3/26/2023 2:20:19 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
Montes Claros,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,146 - Arctic Spotted Felt Lichen,Optical Care,Corporate,True,3/28/2023 6:42:12 PM,Montes Claros - Minas Gerais,"28 March, 2023",0,0,0
Uberaba,Dr. Bruno Rodrigues,Examination,$,,Remote,Minas Gerais,85 - Menzies' Anacolia Moss,Optical Care,Corporate,True,3/27/2023 10:31:26 AM,Uberaba - Minas Gerais,"28 March, 2023",0,0,0
Curitiba,Dr. Tiago Martins,Contact Lens Exam,$,,Remote,Paraná,7 - Dactylospora Lichen,Optical Care,Corporate,True,3/26/2023 1:23:31 PM,Curitiba - Paraná,"28 March, 2023",0,0,0
Caxias do Sul,Dr. Bruno Rodrigues,Examination,$,,Remote,Rio Grande do Sul,145 - Wilhelmsia,Optical Care,Corporate,True,3/27/2023 11:21:52 AM,Caxias do Sul - Rio Grande do Sul,"28 March, 2023",0,0,0
Piracicaba,Dra. Camila Nascimento,Examination,$,,Remote,São Paulo,235 - Yam,Optical Care,Corporate,True,3/27/2023 5:04:25 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,0
Salvador,Dr. Michael Araujo,Examination,$,,Remote,Bahia,250 - Horsehair Lichen,Optical Care,Corporate,True,3/27/2023 1:36:00 PM,Salvador - Bahia,"28 March, 2023",0,0,0
Joinville,Dra. Andrea Oliveira,Contact Lens Exam,$,,Remote,Santa Catarina,113 - Catclaw Acacia,Optical Care,Corporate,True,3/27/2023 8:29:36 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Maringá,Dr. Bruno Rodrigues,Examination,$,,Remote,Paraná,264 - Southern Quillwort,Optical Care,Corporate,True,3/27/2023 1:59:39 PM,Maringá - Paraná,"28 March, 2023",0,0,0
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,45 - Western Ponysfoot,Optical Care,Corporate,True,3/28/2023 2:38:38 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
Piracicaba,Dra. Camila Nascimento,Examination,$,,Remote,São Paulo,229 - Icegrass,Optical Care,Corporate,True,3/27/2023 3:10:17 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,0
Joinville,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,103 - Dust Lichen,Optical Care,Corporate,True,3/28/2023 1:17:24 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,0
Uberlândia,Dr. Gabriel Costa,Examination,$,,Remote,Minas Gerais,121 - Kaido Crab Apple,Optical Care,Corporate,True,3/27/2023 12:05:23 PM,Uberlândia - Minas Gerais,"28 March, 2023",0,0,0
Itajubá,Dr. Leandro Menezes,Examination,$,,Remote,Minas Gerais,197 - Honeyherb,Optical Care,Corporate,True,3/27/2023 1:35:01 PM,Itajubá - Minas Gerais,"28 March, 2023",0,0,0
Natal,Dra. Andrea Oliveira,Contact Lens Exam,$,,Remote,Rio Grande do Norte,130 - Reed's Bryum Moss,Optical Care,Corporate,True,3/28/2023 6:59:26 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Cuiabá,Dr. Marcelo Ferreira,Examination,$,,Remote,Mato Grosso,63 - Largeglume Bluegrass,Optical Care,Corporate,True,3/28/2023 5:28:17 PM,Cuiabá - Mato Grosso,"28 March, 2023",0,0,0
Ribeirão Preto,Dra. Camila Silva,Examination,$,,Remote,São Paulo,78 - Gaudichaud's Syrrhopodon Moss,Optical Care,Corporate,True,3/28/2023 5:16:05 PM,Ribeirão Preto - São Paulo,"28 March, 2023",0,0,1
Natal,Dra. Andrea Oliveira,Contact Lens Exam,$,,Remote,Rio Grande do Norte,130 - Reed's Bryum Moss,Optical Care,Corporate,True,3/27/2023 8:56:30 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,1
Joinville,Dra. Andrea Oliveira,Examination,$,,Remote,Santa Catarina,31 - Shrimpplant,Optical Care,Corporate,True,3/27/2023 4:29:09 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,1
Joinville,Dra. Luciana Silva,Examination Recheck,$,,Onsite,Santa Catarina,166 - Knotweed Spineflower,Optical Care,Corporate,True,3/27/2023 3:54:55 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,1
Joinville,Dra. Luciana Silva,Examination,$,,Onsite,Santa Catarina,113 - Catclaw Acacia,Optical Care,Corporate,True,3/28/2023 5:35:51 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,1
Caxias do Sul,Dr. Bruno Rodrigues,Examination,$,,Remote,Rio Grande do Sul,145 - Wilhelmsia,Optical Care,Corporate,True,3/28/2023 4:47:42 PM,Caxias do Sul - Rio Grande do Sul,"28 March, 2023",0,0,1
Natal,Dra. Andrea Oliveira,Examination,$,,Remote,Rio Grande do Norte,130 - Reed's Bryum Moss,Optical Care,Corporate,True,3/28/2023 2:37:58 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,1
João Pessoa,Dr. Michael Araujo,Examination,$,,Remote,Paraíba,110 - Campylopus Moss,Optical Care,Corporate,True,3/28/2023 6:30:43 PM,João Pessoa - Paraíba,"28 March, 2023",0,0,1
Goiânia,Dr. Gustavo Souza,Contact Lens Exam,$,,Remote,Goiás,119 - Wild Petunia,Optical Care,Corporate,True,3/28/2023 4:10:10 PM,Goiânia - Goiás,"28 March, 2023",0,0,2
Montes Claros,Dr. Mateus Santos,Examination,$,,Onsite,Minas Gerais,55 - Oahu Pricklyash,Optical Care,Corporate,True,3/28/2023 1:05:48 PM,Montes Claros - Minas Gerais,"28 March, 2023",0,0,2
Petrópolis,Dr. Leandro Menezes,Examination,$,,Remote,Rio de Janeiro,107 - Lecidea Lichen,Optical Care,Corporate,True,3/27/2023 6:34:22 PM,Petrópolis - Rio de Janeiro,"28 March, 2023",0,0,2
Piracicaba,Dra. Camila Nascimento,Contact Lens Exam,$,,Remote,São Paulo,2 - Tweedy's Fleabane,Optical Care,Corporate,True,3/28/2023 11:07:32 AM,Piracicaba - São Paulo,"28 March, 2023",0,0,2
Juazeiro do Norte,Dr. Bruno Rodrigues,Examination,$,,Remote,Ceará,286 - Pitcherplant,Optical Care,Corporate,True,3/27/2023 12:59:12 PM,Juazeiro do Norte - Ceará,"28 March, 2023",0,0,2
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,97 - Glacial Kiaeria Moss,Optical Care,Corporate,True,3/26/2023 2:42:39 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,2
Goiânia,Dr. Leandro Menezes,Examination,$,,Remote,Goiás,35 - Parmotrema Lichen,Optical Care,Corporate,True,3/28/2023 12:11:44 PM,Goiânia - Goiás,"28 March, 2023",0,0,1
Goiânia,Dr. Gustavo Souza,Examination,$,,Remote,Goiás,139 - Morro Manzanita,Optical Care,Corporate,True,3/27/2023 12:34:29 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
João Pessoa,Dr. Michael Araujo,Examination,$,,Remote,Paraíba,110 - Campylopus Moss,Optical Care,Corporate,True,3/28/2023 4:01:43 PM,João Pessoa - Paraíba,"28 March, 2023",0,0,1
Blumenau,Dr. Leandro Menezes,Examination,$,,Remote,Santa Catarina,83 - Alvord Oak,Optical Care,Corporate,True,3/28/2023 2:21:04 PM,Blumenau - Santa Catarina,"28 March, 2023",0,0,2
Manaus,Dr. Rafael Ribeiro,Examination,$,,Remote,Amazonas,161 - Jelly Lichen,Optical Care,Corporate,True,3/28/2023 7:21:11 PM,Manaus - Amazonas,"28 March, 2023",0,0,0
Natal,Dr. Tiago Martins,Contact Lens Exam,$,,Remote,Rio Grande do Norte,240 - Hybrid Rhododendron,Optical Care,Corporate,True,3/28/2023 1:51:50 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,171 - Eggleaf Spurge,Optical Care,Corporate,True,3/27/2023 8:11:44 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Goiânia,Dr. Gustavo Souza,Examination,$,,Remote,Goiás,119 - Wild Petunia,Optical Care,Corporate,True,3/28/2023 6:13:47 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
Salvador,Dr. Michael Araujo,Examination,$,,Remote,Bahia,185 - Brandegee's Buckwheat,Optical Care,Corporate,True,3/27/2023 6:29:36 PM,Salvador - Bahia,"28 March, 2023",0,0,0
Salvador,Dr. Michael Araujo,Contact Lens Exam,$,,Remote,Bahia,185 - Brandegee's Buckwheat,Optical Care,Corporate,True,3/28/2023 10:10:59 AM,Salvador - Bahia,"28 March, 2023",0,0,0
Uberlândia,Dr. Gabriel Costa,Examination,$,,Remote,Minas Gerais,121 - Kaido Crab Apple,Optical Care,Corporate,True,3/28/2023 6:15:30 PM,Uberlândia - Minas Gerais,"28 March, 2023",0,0,0
Maceió,Dr. Michael Araujo,Examination,$,,Remote,Alagoas,211 - Common Hoptree,Optical Care,Corporate,True,3/27/2023 11:48:08 AM,Maceió - Alagoas,"28 March, 2023",0,0,1
Piracicaba,Dra. Carla Rodrigues,Examination,$,,Onsite,São Paulo,237 - Tomentypnum Moss,Optical Care,Corporate,True,3/27/2023 1:39:57 PM,Piracicaba - São Paulo,"28 March, 2023",0,0,2
Maringá,Dr. Tiago Martins,Examination,$,,Remote,Paraná,216 - Script Lichen,Optical Care,Corporate,True,3/27/2023 9:49:15 AM,Maringá - Paraná,"28 March, 2023",0,0,2
Joinville,Dra. Andrea Oliveira,Contact Lens Exam,$,,Remote,Santa Catarina,31 - Shrimpplant,Optical Care,Corporate,True,3/26/2023 5:17:20 PM,Joinville - Santa Catarina,"28 March, 2023",0,0,2
Santa Rita do Sapucaí,Dr. Tiago Martins,Examination,$,,Remote,Minas Gerais,40 - Jamaican Feverplant,Optical Care,Corporate,True,3/26/2023 3:46:56 PM,Santa Rita do Sapucaí - Minas Gerais,"28 March, 2023",0,0,0
Santa Rita do Sapucaí,Dr. Tiago Martins,Examination,$,,Remote,Minas Gerais,40 - Jamaican Feverplant,Optical Care,Corporate,True,3/26/2023 3:51:11 PM,Santa Rita do Sapucaí - Minas Gerais,"28 March, 2023",0,0,0
Natal,Dra. Andrea Oliveira,Examination,$,,Remote,Rio Grande do Norte,130 - Reed's Bryum Moss,Optical Care,Corporate,True,3/27/2023 3:49:37 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Aracaju,Dra. Natália Castro,Examination Recheck,$,,Onsite,Sergipe,14 - Tassel Grape Hyacinth,Optical Care,Corporate,True,3/28/2023 3:58:51 PM,Aracaju - Sergipe,"28 March, 2023",0,0,0
Piracicaba,Dra. Carla Rodrigues,Examination,$,,Onsite,São Paulo,237 - Tomentypnum Moss,Optical Care,Corporate,True,3/27/2023 11:08:36 AM,Piracicaba - São Paulo,"28 March, 2023",0,0,0
Goiânia,Dr. Gustavo Souza,Examination,$,,Remote,Goiás,139 - Morro Manzanita,Optical Care,Corporate,True,3/28/2023 1:33:29 PM,Goiânia - Goiás,"28 March, 2023",0,0,0
Fortaleza,Dr. Michael Araujo,Contact Lens Exam,$,,Remote,Ceará,164 - Pebble Pincushion,Optical Care,Corporate,True,3/26/2023 1:03:57 PM,Fortaleza - Ceará,"28 March, 2023",0,0,0
Montes Claros,Dr. Tiago Martins,Contact Lens Exam,$,,Remote,Minas Gerais,146 - Arctic Spotted Felt Lichen,Optical Care,Corporate,True,3/26/2023 1:08:00 PM,Montes Claros - Minas Gerais,"28 March, 2023",0,0,0
São Luís,Dr. Leandro Menezes,Contact Lens Exam,$,,Remote,Maranhão,262 - Britton's Skullcap,Optical Care,Corporate,True,3/27/2023 3:07:33 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
Natal,Dra. Júlia Guimarães,Examination,$,,Remote,Rio Grande do Norte,105 - Flaxleaf Whitetop Aster,Optical Care,Corporate,True,3/28/2023 12:08:01 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,0,0
Porto Velho,Dra. Daniela Ramos,Examination,$,,Remote,Rondônia,60 - Rough Hairsedge,Optical Care,Corporate,True,3/28/2023 11:56:48 AM,Porto Velho - Rondônia,"28 March, 2023",0,0,0
Ribeirão Preto,Dra. Camila Silva,Examination,$,,Remote,São Paulo,78 - Gaudichaud's Syrrhopodon Moss,Optical Care,Corporate,True,3/27/2023 2:15:51 PM,Ribeirão Preto - São Paulo,"28 March, 2023",0,0,0
São Luís,Dr. Leandro Menezes,Examination,$,,Remote,Maranhão,262 - Britton's Skullcap,Optical Care,Corporate,True,3/26/2023 6:15:08 PM,São Luís - Maranhão,"28 March, 2023",0,0,0
Cuiabá,Dr. Marcelo Ferreira,Examination,$,,Remote,Mato Grosso,63 - Largeglume Bluegrass,Optical Care,Corporate,True,3/27/2023 4:41:06 PM,Cuiabá - Mato Grosso,"28 March, 2023",0,0,0
São José do Rio Preto,Dr. Fernando Ferreira,Office Visit,$,,Onsite,São Paulo,215 - Goldenrod,Eye You Care,Corporate,True,3/28/2023 5:32:01 PM,São José do Rio Preto - São Paulo,"28 March, 2023",1,1,2
Brasília,Dr. Gustavo Souza,Examination,$,,Remote,Distrito Federal,32 - Hobsonia Lichen,Eye You Care,Corporate,True,3/27/2023 3:56:26 PM,Brasília - Distrito Federal,"28 March, 2023",0,1,0
Fortaleza,Dra. Camila Nascimento,Contact Lens Exam,$,,Remote,Ceará,53 - Dixie Iris,Eye You Care,Corporate,True,3/28/2023 4:45:30 PM,Fortaleza - Ceará,"28 March, 2023",0,1,0
Fortaleza,Dra. Camila Nascimento,Examination,$,,Remote,Ceará,100 - California Compassplant,Eye You Care,Corporate,True,3/28/2023 1:56:18 PM,Fortaleza - Ceará,"28 March, 2023",0,1,0
Cascavel,Dr. Bruno Rodrigues,Examination,$,,Remote,Paraná,243 - Long Valley Milkvetch,Optical Care,Corporate,True,3/28/2023 12:11:46 PM,Cascavel - Paraná,"28 March, 2023",1,1,1
Santa Maria,Dr. Leandro Menezes,Examination,$,,Remote,Rio Grande do Sul,20 - Yellow Monardella,Optical Care,Corporate,True,3/27/2023 1:05:23 PM,Santa Maria - Rio Grande do Sul,"28 March, 2023",1,1,2
Montes Claros,Dra. Camila Silva,Examination,$,,Remote,Minas Gerais,55 - Oahu Pricklyash,Optical Care,Corporate,True,3/28/2023 2:53:33 PM,Montes Claros - Minas Gerais,"28 March, 2023",0,1,0
São Carlos,Dr. Daniel Rocha,Contact Lens Exam,$,,Onsite,São Paulo,140 - Aroma,Optical Care,Corporate,True,3/28/2023 12:23:52 PM,São Carlos - São Paulo,"28 March, 2023",0,1,0
Uberlândia,Dr. Gabriel Costa,Examination,$,,Remote,Minas Gerais,121 - Kaido Crab Apple,Optical Care,Corporate,True,3/27/2023 5:20:28 PM,Uberlândia - Minas Gerais,"28 March, 2023",0,1,0
Piracicaba,Dra. Carla Rodrigues,Examination,$,,Onsite,São Paulo,237 - Tomentypnum Moss,Optical Care,Corporate,True,3/27/2023 11:54:40 AM,Piracicaba - São Paulo,"28 March, 2023",0,1,0
Varginha,Dr. Vinicius Guedes,Office Visit,$,,Onsite,Minas Gerais,151 - Hairy Buttercup,Optical Care,Corporate,True,3/28/2023 11:44:50 AM,Varginha - Minas Gerais,"28 March, 2023",0,1,0
Montes Claros,Dr. Tiago Martins,Contact Lens Exam,$,,Remote,Minas Gerais,55 - Oahu Pricklyash,Optical Care,Corporate,True,3/26/2023 4:03:37 PM,Montes Claros - Minas Gerais,"28 March, 2023",0,1,0
Maringá,Dr. Bruno Rodrigues,Examination,$,,Remote,Paraná,264 - Southern Quillwort,Optical Care,Corporate,True,3/27/2023 1:29:02 PM,Maringá - Paraná,"28 March, 2023",0,1,0
São João del Rei,Dra. Andrea Oliveira,Contact Lens Exam,$,,Remote,Minas Gerais,227 - Rinodina Lichen,Optical Care,Corporate,True,3/28/2023 1:36:34 PM,São João del Rei - Minas Gerais,"28 March, 2023",0,1,0
Caxias do Sul,Dr. Bruno Rodrigues,Examination,$,,Remote,Rio Grande do Sul,145 - Wilhelmsia,Optical Care,Corporate,True,3/28/2023 12:44:19 PM,Caxias do Sul - Rio Grande do Sul,"28 March, 2023",0,1,0
Ribeirão Preto,Dr. Tiago Martins,Examination,$,,Remote,São Paulo,78 - Gaudichaud's Syrrhopodon Moss,Optical Care,Corporate,True,3/26/2023 1:06:56 PM,Ribeirão Preto - São Paulo,"28 March, 2023",0,1,0
Porto Velho,Dra. Daniela Ramos,Examination,$,,Remote,Rondônia,181 - Hawai'i Poisonberry Tree,Optical Care,Corporate,True,3/28/2023 11:27:22 AM,Porto Velho - Rondônia,"28 March, 2023",0,1,0
Fortaleza,Dr. Michael Araujo,Contact Lens Exam,$,,Remote,Ceará,164 - Pebble Pincushion,Optical Care,Corporate,True,3/27/2023 6:52:57 PM,Fortaleza - Ceará,"28 March, 2023",0,1,0
Natal,Dr. Tiago Martins,Examination,$,,Remote,Rio Grande do Norte,260 - Western Brackenfern,Optical Care,Corporate,True,3/27/2023 8:49:31 PM,Natal - Rio Grande do Norte,"28 March, 2023",0,1,0
Montes Claros,Dra. Camila Silva,Contact Lens Exam,$,,Remote,Minas Gerais,55 - Oahu Pricklyash,Optical Care,Corporate,True,3/27/2023 7:02:50 PM,Montes Claros - Minas Gerais,"28 March, 2023",0,1,0
Uberaba,Dr. Tiago Martins,Contact Lens Exam,$,,Remote,Minas Gerais,195 - Seaside Tansy,Optical Care,Corporate,True,3/26/2023 1:42:37 PM,Uberaba - Minas Gerais,"28 March, 2023",0,1,0
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,152 - Alpine Bulrush,Eye You Care,Franchise,True,3/26/2023 1:13:11 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,165 - Leathery Grapefern,Eye You Care,Franchise,True,3/27/2023 2:52:23 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
Belo Horizonte,Dr. Gustavo Souza,Examination,$,,Remote,Minas Gerais,152 - Alpine Bulrush,Eye You Care,Franchise,True,3/26/2023 1:17:45 PM,Belo Horizonte - Minas Gerais,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,21 - Early Buttercup,Eye You Care,Franchise,True,3/27/2023 12:40:51 PM,São Paulo - São Paulo,"28 March, 2023",0,0,0
São Paulo,Dr. Marcelo Ferreira,Examination,$,,Remote,São Paulo,21 - Early Buttercup,Eye You Care,Franchise,True,3/27/2023 11:19:13 AM,São Paulo - São Paulo,"28 March, 2023",0,0,1
